movieId	year	title	genres	avg_rating	num_ratings
104780	1981	Mystery of the Third Planet, The (Tayna tretey planety)	(Adventure,Animation,Sci-Fi)	5.0	1
2196	1998	Knock Off	(Action)	5.0	1
6818	1985	Come and See (Idi i smotri)	(Drama,War)	5.0	2
173619	1986	Fugitives	(Comedy,Crime)	5.0	1
85295	2010	Scooby-Doo! Curse of the Lake Monster	(Adventure,Children,Comedy,Mystery)	5.0	1
6835	1980	Alien Contamination	(Action,Horror,Sci-Fi)	5.0	1
173355	1983	Travels of an Ant	(Animation)	5.0	1
173351	1983	Wow! A Talking Fish!	(Animation,Children,Comedy,Fantasy)	5.0	1
69211	2005	Boy Eats Girl	(Comedy,Horror)	5.0	1
6983	1944	Jane Eyre	(Drama,Romance)	5.0	1
103602	2013	Craig Ferguson: I'm Here To Help	(Comedy,Documentary)	5.0	1
147410	2015	A Perfect Day	(Comedy,Drama)	5.0	1
7071	1974	Woman Under the Influence, A	(Drama)	5.0	1
147330	1979	Sherlock Holmes and Dr. Watson: Acquaintance	(Crime)	5.0	1
147328	1979	The Adventures of Sherlock Holmes and Dr. Watson: Bloody Signature	(Crime)	5.0	1
147326	1980	The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers	(Crime,Mystery)	5.0	1
147300	1986	Adventures Of Sherlock Holmes And Dr. Watson: The Twentieth Century Approaches	(Crime,Mystery)	5.0	1
147286	1983	The Adventures of Sherlock Holmes and Doctor Watson: The Treasures of Agra	(Crime,Mystery)	5.0	1
7096	2001	Rivers and Tides	(Documentary)	5.0	1
147250			((no genres listed))	5.0	1
7122	1966	King of Hearts	(Comedy,Drama,War)	5.0	1
147196	1961	The Girls	(Comedy,Romance)	5.0	1
146684	2015	Cosmic Scrat-tastrophe	(Animation,Children,Comedy)	5.0	1
146662	2011	Dragons: Gift of the Night Fury	(Adventure,Animation,Comedy)	5.0	1
78836	2009	Enter the Void	(Drama)	5.0	2
172909	1971	Cheburashka	(Animation)	5.0	1
145994	1984	Formula of Love	(Comedy)	5.0	1
172875	2003	A Detective Story	(Animation,Sci-Fi)	5.0	1
102217	1993	Bill Hicks: Revelations	(Comedy)	5.0	1
102084	2012	Justice League: Doom	(Action,Animation,Fantasy)	5.0	1
172793	1965	Vovka in the Kingdom of Far Far Away	(Adventure,Animation,Children,Fantasy)	5.0	1
172705	2017	Tickling Giants	(Documentary)	5.0	1
172637	1979	Priklyucheniya Kapitana Vrungelya	(Action,Adventure,Animation,Comedy)	5.0	1
172589	1984	Winter in Prostokvashino	(Animation)	5.0	1
172587	1980	Vacations in Prostokvashino	(Animation)	5.0	1
172585	1970	Karlson Returns	(Adventure,Animation,Children)	5.0	1
172583	1986	Investigation Held by Kolobki	(Animation)	5.0	1
172577	1983	Last Year's Snow Was Falling	(Animation,Children,Comedy,Fantasy)	5.0	1
143559	2015	L.A. Slasher	(Comedy,Crime,Fantasy)	5.0	1
100906	1990	Maniac Cop 2	(Action,Horror,Thriller)	5.0	1
143511	2015	Human	(Documentary)	5.0	1
7815	1986	True Stories	(Comedy,Musical)	5.0	1
2512	1983	Ballad of Narayama, The (Narayama bushiko)	(Drama)	5.0	1
100556	2012	Act of Killing, The	(Documentary)	5.0	1
143031	2007	Jump In!	(Comedy,Drama,Romance)	5.0	1
99636	2012	English Vinglish	(Comedy,Drama)	5.0	1
142444	2015	The Editor	(Comedy,Horror,Mystery)	5.0	1
74226	1992	Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El)	(Documentary,Drama)	5.0	1
8238	1971	Little Murders	(Comedy,Crime)	5.0	1
187717	2018	Won't You Be My Neighbor?	(Documentary)	5.0	1
142020	1967	Oscar	(Comedy)	5.0	1
171749			((no genres listed))	5.0	1
141928	2015	Bloodsucking Bastards	(Comedy,Horror)	5.0	1
141816	1976	12 Chairs	(Adventure,Comedy)	5.0	1
8580	1991	Into the Woods	(Adventure,Comedy,Fantasy,Musical)	5.0	1
141718	2015	Deathgasm	(Comedy,Horror)	5.0	1
2824	1999	On the Ropes	(Documentary,Drama)	5.0	1
8738	1961	Woman Is a Woman, A (femme est une femme, Une)	(Comedy,Drama,Musical,Romance)	5.0	1
8804	1988	Story of Women (Affaire de femmes, Une)	(Drama)	5.0	1
8911	2004	Raise Your Voice	(Romance)	5.0	1
96935	2002	My Left Eye Sees Ghosts (Ngo joh aan gin diy gwai)	(Comedy,Fantasy,Romance)	5.0	1
96832	2012	Holy Motors	(Drama,Fantasy,Musical,Mystery,Sci-Fi)	5.0	1
148	1995	Awfully Big Adventure, An	(Drama)	5.0	1
140627	2015	Battle For Sevastopol	(Drama,Romance,War)	5.0	1
96608	1995	Runaway Brain	(Animation,Comedy,Sci-Fi)	5.0	1
170777	1982	There Once Was a Dog	(Animation,Children,Comedy)	5.0	1
96430	2012	Odd Life of Timothy Green, The	(Comedy,Drama,Fantasy)	5.0	1
25887	1942	Tales of Manhattan	(Comedy,Drama)	5.0	1
140265	1992	George Carlin: Jammin' in New York	(Comedy)	5.0	1
25906	1944	Mr. Skeffington	(Drama,Romance)	5.0	1
25947	1948	Unfaithfully Yours	(Comedy)	5.0	1
170597	1981	A Plasticine Crow	(Animation)	5.0	1
140133	1988	Hollywood Chainsaw Hookers	(Comedy,Horror)	5.0	1
26073	1961	Human Condition III, The (Ningen no joken III)	(Drama,War)	5.0	1
26078	1962	Advise and Consent	(Drama)	5.0	1
95843	1964	Goodbye Charlie	(Comedy,Fantasy,Romance)	5.0	1
26147	1965	Thousand Clowns, A	(Comedy,Drama,Romance)	5.0	1
26169	1967	Branded to Kill (Koroshi no rakuin)	(Action,Crime,Drama)	5.0	1
76091	2009	Mother (Madeo)	(Crime,Drama,Mystery,Thriller)	5.0	1
2969	1966	Man and a Woman, A (Un homme et une femme)	(Drama,Romance)	5.0	1
95311	2008	Presto	(Animation,Children,Comedy,Fantasy)	5.0	1
139640	2015	Ooops! Noah is Gone...	(Animation)	5.0	1
2972	1987	Red Sorghum (Hong gao liang)	(Drama,War)	5.0	1
26350	1975	Passenger, The (Professione: reporter)	(Drama)	5.0	1
26366	1976	Harlan County U.S.A.	(Documentary)	5.0	1
95175	2008	Front of the Class	(Drama)	5.0	1
26401	1979	Last Hurrah for Chivalry (Hao xia)	(Action,Drama)	5.0	1
95149	2009	Superman/Batman: Public Enemies	(Action,Animation,Fantasy)	5.0	1
138966	2003	Nasu: Summer in Andalusia	(Animation)	5.0	1
138835	1988	Return to Treasure Island	(Adventure,Animation,Comedy)	5.0	1
67618	2008	Strictly Sexual	(Comedy,Drama,Romance)	5.0	1
138632	2014	Tokyo Tribe	(Action,Crime,Drama,Sci-Fi)	5.0	1
26587	1989	Decalogue, The (Dekalog)	(Crime,Drama,Romance)	5.0	1
94810	2011	Eva	(Drama,Fantasy,Sci-Fi)	5.0	1
73822	1984	Meantime	(Comedy,Drama)	5.0	1
26840	1993	Sonatine (Sonachine)	(Action,Comedy,Crime,Drama)	5.0	1
26849	1994	Stand, The	(Adventure,Drama,Fantasy,Horror,Sci-Fi)	5.0	1
26928	1996	Summer's Tale, A (Conte d'été)	(Comedy,Drama,Romance)	5.0	1
3073	1965	Sandpiper, The	(Drama,Romance)	5.0	1
27320	2000	Nine Lives of Tomas Katz, The	(Comedy,Drama,Fantasy)	5.0	1
136850	1971	Villain	(Crime,Drama,Thriller)	5.0	1
136834	2005	The Eye: Infinity	(Horror)	5.0	1
27373	2001	61*	(Drama)	5.0	1
93320	1999	Trailer Park Boys	(Comedy,Crime)	5.0	1
27523	2001	My Sassy Girl (Yeopgijeogin geunyeo)	(Comedy,Romance)	5.0	1
27704	2003	Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka)	(Action,Drama,Thriller,War)	5.0	1
27751	2004	'Salem's Lot	(Drama,Horror,Mystery,Thriller)	5.0	1
93022	2010	Miss Nobody	(Comedy,Crime)	5.0	1
93008	2010	Very Potter Sequel, A	(Comedy,Musical)	5.0	1
3086	1934	Babes in Toyland	(Children,Comedy,Fantasy,Musical)	5.0	1
92494	2004	Dylan Moran: Monster	(Comedy,Documentary)	5.0	1
3096	1957	My Man Godfrey	(Comedy)	5.0	1
31522	1979	Marriage of Maria Braun, The (Ehe der Maria Braun, Die)	(Drama)	5.0	1
136556	2011	Kung Fu Panda: Secrets of the Masters	(Animation,Children)	5.0	1
136503	2006	Tom and Jerry: Shiver Me Whiskers	(Animation,Children,Comedy)	5.0	1
136469	1999	Larry David: Curb Your Enthusiasm	(Comedy)	5.0	1
136447	1999	George Carlin: You Are All Diseased	(Comedy)	5.0	1
136445	1996	George Carlin: Back in Town	(Comedy)	5.0	1
136359	1979	Scooby-Doo Goes Hollywood	(Animation,Children,Comedy)	5.0	1
136355	2012	Big Top Scooby-Doo!	(Animation,Children,Comedy)	5.0	1
136353	2004	Scooby-Doo! and the Loch Ness Monster	(Animation,Children,Comedy)	5.0	1
136341	2009	Scooby-Doo! and the Samurai Sword	(Animation,Children,Comedy)	5.0	1
33138	2004	Palindromes	(Adventure,Comedy,Drama)	5.0	1
33649	2004	Saving Face	(Comedy,Drama,Romance)	5.0	1
91386	2011	Happy Feet Two	(Animation,Children,Comedy,IMAX)	5.0	1
91355	2006	Asterix and the Vikings (Astérix et les Vikings)	(Adventure,Animation,Children,Comedy,Fantasy)	5.0	1
34312	2004	Calcium Kid, The	(Comedy)	5.0	1
90943	2011	Into the Abyss	(Documentary)	5.0	1
40491	1990	Match Factory Girl, The (Tulitikkutehtaan tyttö)	(Comedy,Drama)	5.0	1
3303	2000	Black Tar Heroin: The Dark End of the Street	(Documentary)	5.0	1
42556	1964	7 Faces of Dr. Lao	(Fantasy,Mystery,Western)	5.0	1
44851	2004	Go for Zucker! (Alles auf Zucker!)	(Comedy)	5.0	1
44943	2002	9/11	(Documentary)	5.0	1
45503	2006	Peaceful Warrior	(Drama)	5.0	1
134847	2012	Ghost Graduation	(Comedy)	5.0	1
134796	2015	Bitter Lake	(Documentary)	5.0	1
47736	1940	Chump at Oxford, A	(Comedy)	5.0	1
86237	1978	Connections	(Documentary)	5.0	1
88448	2010	Paper Birds (Pájaros de papel)	(Comedy,Drama)	5.0	1
134109	2008	Radio Day	(Comedy)	5.0	1
134095	2006	My Love	(Animation,Drama)	5.0	1
467	1995	Live Nude Girls	(Comedy)	5.0	1
1140	1996	Entertaining Angels: The Dorothy Day Story	(Drama)	5.0	1
50999	2006	Ugly Duckling and Me!, The	(Animation,Comedy)	5.0	1
134004	2007	What Love Is	(Comedy,Romance)	5.0	1
87834	2001	My Life as McDull (Mak dau goo si)	(Animation,Comedy,Drama)	5.0	1
53280	2006	Breed, The	(Horror,Thriller)	5.0	1
53355	1999	Sun Alley (Sonnenallee)	(Comedy,Romance)	5.0	1
53578	2006	Valet, The (La doublure)	(Comedy)	5.0	1
1151	1994	Lesson Faust	(Animation,Comedy,Drama,Fantasy)	5.0	2
495	1976	In the Realm of the Senses (Ai no corrida)	(Drama)	5.0	1
3473	1976	Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000)	(Comedy)	5.0	2
86721	2008	Idiots and Angels	(Animation,Drama,Fantasy)	5.0	1
86668	2008	Louis Theroux: Law & Disorder	(Documentary)	5.0	1
167064	2017	I Am Not Your Negro	(Documentary)	5.0	1
53	1994	Lamerica	(Adventure,Drama)	5.0	2
3496	1988	Madame Sousatzka	(Drama)	5.0	1
3531	1990	All the Vermeers in New York	(Comedy,Drama,Romance)	5.0	1
132333	2014	Seve	(Documentary,Drama)	5.0	1
132153	2015	Buzzard	(Comedy,Drama,Horror)	5.0	1
3567	2000	Bossa Nova	(Comedy,Drama,Romance)	5.0	1
72692	1999	Mickey's Once Upon a Christmas	(Animation,Comedy,Fantasy)	5.0	1
496	1994	What Happened Was...	(Comedy,Drama,Romance,Thriller)	5.0	1
131724	2015	The Jinx: The Life and Deaths of Robert Durst	(Documentary)	5.0	1
131610	1986	Willy/Milly	(Comedy,Fantasy)	5.0	1
3637	1985	Vagabond (Sans toit ni loi)	(Drama)	5.0	1
131237	2010	What Men Talk About	(Comedy)	5.0	1
131130	2007	Tom and Jerry: A Nutcracker Tale	(Animation,Comedy)	5.0	1
131098	2013	Saving Santa	(Animation,Children,Comedy)	5.0	1
130978	1985	Love and Pigeons	(Comedy,Romance)	5.0	1
130970	2005	George Carlin: Life Is Worth Losing	(Comedy)	5.0	1
77846	1997	12 Angry Men	(Crime,Drama)	5.0	1
166183	1968	Junior and Karlson	(Adventure,Animation,Children)	5.0	1
3678	1955	Man with the Golden Arm, The	(Drama)	5.0	1
165959	2004	Alesha Popovich and Tugarin the Dragon	(Animation,Comedy,Drama)	5.0	1
3687	1988	Light Years (Gandahar)	(Adventure,Animation,Fantasy,Sci-Fi)	5.0	1
179135	2017	Blue Planet II	(Documentary)	5.0	1
129514	2008	George Carlin: It's Bad for Ya!	(Comedy)	5.0	1
179133	2017	Loving Vincent	(Animation,Crime,Drama)	5.0	1
128914	2014	Tom Segura: Completely Normal	(Comedy)	5.0	1
3792	1946	Duel in the Sun	(Drama,Romance,Western)	5.0	1
3795	1999	Five Senses, The	(Drama)	5.0	1
128087	1972	Trinity and Sartana Are Coming	(Comedy,Western)	5.0	1
164367	2016	The Girl with All the Gifts	(Drama,Horror,Sci-Fi,Thriller)	5.0	1
3851	2000	I'm the One That I Want	(Comedy)	5.0	1
163925	1986	Wings, Legs and Tails	(Animation,Comedy)	5.0	1
3939	1987	Slumber Party Massacre II	(Horror)	5.0	1
126921	2006	The Fox and the Hound 2	(Adventure,Animation,Children,Comedy)	5.0	1
163386	1972	Winnie the Pooh and the Day of Concern	(Animation)	5.0	1
3940	1990	Slumber Party Massacre III	(Horror)	5.0	1
3941	1986	Sorority House Massacre	(Horror)	5.0	1
3942	1990	Sorority House Massacre II	(Horror)	5.0	1
163112	1971	Winnie the Pooh Goes Visiting	(Animation)	5.0	1
126088	1994	A Flintstones Christmas Carol	(Animation,Children,Comedy)	5.0	1
3951	2000	Two Family House	(Drama)	5.0	1
163072	1969	Winnie Pooh	(Animation,Children)	5.0	1
124851	2014	Delirium	(Adventure,Romance,Sci-Fi)	5.0	1
124404	2011	Snowflake, the White Gorilla	(Adventure,Animation,Children,Comedy)	5.0	1
64501	2008	Che: Part Two	(Drama,War)	5.0	1
82744	2010	Faster	(Action,Crime,Drama)	5.0	1
64499	2008	Che: Part One	(Drama,War)	5.0	1
4116	1987	Hollywood Shuffle	(Comedy)	5.0	1
4135	1987	Monster Squad, The	(Adventure,Comedy,Horror)	5.0	1
4180	1986	Reform School Girls	(Action,Drama)	5.0	1
162414			(Drama)	5.0	1
72142	2008	Love Exposure (Ai No Mukidashi)	(Action,Comedy,Drama,Romance)	5.0	1
162344	2016	Tom Segura: Mostly Stories	(Comedy)	5.0	1
122092	2005	Guy X	(Comedy,War)	5.0	1
121781	2005	Stuart Little 3: Call of the Wild	(Animation,Children,Comedy,Fantasy)	5.0	1
120138	2014	PK	(Comedy,Drama,Fantasy,Mystery,Romance)	5.0	1
120130	2011	Into the Forest of Fireflies' Light	(Animation,Drama,Fantasy)	5.0	1
4402	1965	Dr. Goldfoot and the Bikini Machine	(Comedy)	5.0	1
118894	2010	Scooby-Doo! Abracadabra-Doo	(Animation,Children,Mystery)	5.0	1
118834	2007	National Lampoon's Bag Boy	(Comedy)	5.0	1
118270	2012	Hellbenders	(Comedy,Horror,Thriller)	5.0	1
4454	1998	More	(Animation,Drama,Sci-Fi,IMAX)	5.0	1
4495	1988	Crossing Delancey	(Comedy,Romance)	5.0	1
160644	2016	Indignation	(Drama)	5.0	1
117531	2014	Watermark	(Documentary)	5.0	1
79897	2009	Get Low	(Comedy,Drama,Mystery)	5.0	1
80124	2001	Sisters (Syostry)	(Action,Crime,Drama)	5.0	1
1310	1996	Hype!	(Documentary)	5.0	1
4788	1979	Moscow Does Not Believe in Tears (Moskva slezam ne verit)	(Drama,Romance)	5.0	1
4813	1951	When Worlds Collide	(Sci-Fi)	5.0	1
159811	1969	The Bremen Town Musicians	(Animation,Drama,Fantasy)	5.0	1
1349	1986	Vampire in Venice (Nosferatu a Venezia) (Nosferatu in Venice)	(Horror)	5.0	1
115727	1981	Crippled Avengers (Can que) (Return of the 5 Deadly Venoms)	(Action,Adventure)	5.0	1
5059	1997	Little Dieter Needs to Fly	(Documentary)	5.0	1
83969	1940	Down Argentine Way	(Comedy,Drama,Romance)	5.0	1
5088	1974	Going Places (Valseuses, Les)	(Comedy,Crime,Drama)	5.0	1
158882	2016	All Yours	(Comedy,Drama,Romance)	5.0	1
114265	2014	Laggies	(Comedy,Romance)	5.0	1
626	1996	Thin Line Between Love and Hate, A	(Comedy)	5.0	1
5241	1980	Seems Like Old Times	(Comedy,Romance)	5.0	1
5244	1980	Shogun Assassin	(Action,Adventure)	5.0	1
184245	1978	De platte jungle	(Documentary)	5.0	1
176601			((no genres listed))	5.0	1
633	1995	Denise Calls Up	(Comedy)	5.0	1
158398	1991	World of Glory	(Comedy)	5.0	1
113829	2014	One I Love, The	(Comedy,Drama,Romance)	5.0	1
158027	2016	SORI: Voice from the Heart	(Drama,Sci-Fi)	5.0	1
5328	2001	Rain	(Drama,Romance)	5.0	1
157775	1996	Tenchi Muyô! In Love	(Animation,Comedy)	5.0	1
1631	1997	Assignment, The	(Action,Thriller)	5.0	1
6460	1962	Trial, The (Procès, Le)	(Drama)	4.9	5
115122	2014	What We Do in the Shadows	(Comedy,Horror)	4.833333333333333	3
26810	1993	Bad Boy Bubby	(Drama)	4.833333333333333	3
5772	1981	My Dinner with André	(Drama)	4.75	2
4298	1955	Rififi (Du rififi chez les hommes)	(Crime,Film-Noir,Thriller)	4.75	2
7121	1949	Adam's Rib	(Comedy,Romance)	4.75	4
3855	1999	Affair of Love, An (Liaison pornographique, Une)	(Drama,Romance)	4.75	2
74282	1987	Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea)	(Children,Drama,Romance)	4.75	2
7767	2003	Best of Youth, The (La meglio gioventù)	(Drama)	4.75	2
172591	1992	The Godfather Trilogy: 1972-1990	((no genres listed))	4.75	2
6254	1937	Awful Truth, The	(Comedy,Romance)	4.75	2
40412	2004	Dead Man's Shoes	(Crime,Thriller)	4.75	2
100882	2013	Journey to the West: Conquering the Demons (Daai wa sai you chi Chui mo chun kei)	(Adventure,Comedy,Fantasy,Romance,IMAX)	4.75	2
3302	1999	Beautiful People	(Comedy)	4.75	2
30745	2003	Gozu (Gokudô kyôfu dai-gekijô: Gozu)	(Comedy,Crime,Drama,Horror,Mystery)	4.75	2
5915	1981	Victory (a.k.a. Escape to Victory)	(Action,Drama,War)	4.75	2
44889	2005	Reefer Madness: The Movie Musical	(Comedy,Drama,Musical)	4.75	2
97866	2012	Imposter, The	(Documentary)	4.75	2
177593	2017	Three Billboards Outside Ebbing, Missouri	(Crime,Drama)	4.75	8
64197	2008	Hunger	(Drama)	4.75	2
670	1959	World of Apu, The (Apur Sansar)	(Drama)	4.75	2
147376	2010	Doctor Who: A Christmas Carol	(Sci-Fi)	4.75	2
185135	2010	Sherlock - A Study in Pink	(Crime)	4.75	2
142115	2001	The Blue Planet	(Documentary)	4.75	2
3224	1964	Woman in the Dunes (Suna no onna)	(Drama)	4.75	4
32582	2003	Wild Parrots of Telegraph Hill, The	(Documentary)	4.75	2
7486	1997	Happy Together (a.k.a. Buenos Aires Affair) (Chun gwong cha sit)	(Drama,Romance)	4.75	2
73881	2009	3 Idiots	(Comedy,Drama,Romance)	4.75	2
74727	1972	Gentlemen of Fortune (Dzhentlmeny udachi)	(Comedy,Crime,Drama,Mystery)	4.75	2
174053	2014	Black Mirror: White Christmas	(Drama,Horror,Mystery,Sci-Fi,Thriller)	4.75	4
166024	2013	Whiplash	((no genres listed))	4.75	2
126430	2010	The Pacific	(Action,Adventure,Drama,War)	4.75	2
31364	2003	Memories of Murder (Salinui chueok)	(Crime,Drama,Mystery,Thriller)	4.7	5
5833	2002	Dog Soldiers	(Action,Horror)	4.666666666666667	3
2239	1975	Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto)	(Comedy,Drama)	4.666666666666667	6
59141	2007	Son of Rambow	(Children,Comedy,Drama)	4.666666666666667	3
2511	1973	Long Goodbye, The	(Crime,Film-Noir)	4.666666666666667	3
1105	1996	Children of the Corn IV: The Gathering	(Horror)	4.666666666666667	3
6345	1985	Chorus Line, A	(Comedy,Drama,Musical)	4.666666666666667	3
38304	2005	No Direction Home: Bob Dylan	(Documentary)	4.625	4
55167	2006	Tekkonkinkreet (Tekkon kinkurîto)	(Action,Adventure,Animation,Crime,Fantasy)	4.625	4
43376	2005	Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage)	(Drama,War)	4.625	4
2131	1978	Autumn Sonata (Höstsonaten)	(Drama)	4.625	4
4334	2000	Yi Yi	(Drama)	4.6	5
1041	1996	Secrets & Lies	(Drama)	4.590909090909091	11
106642	2013	Day of the Doctor, The	(Adventure,Drama,Sci-Fi)	4.571428571428571	7
3451	1967	Guess Who's Coming to Dinner	(Drama)	4.545454545454546	11
1178	1957	Paths of Glory	(Drama,War)	4.541666666666667	12
3353	2000	Closer You Get, The	(Comedy,Romance)	4.5	1
4612	1989	Jesus of Montreal (Jésus de Montréal)	(Drama)	4.5	1
46105	2005	I Am a Sex Addict	(Comedy,Documentary,Romance)	4.5	1
1533	1996	Promise, The (La promesse)	(Drama)	4.5	2
5938	1982	Deathtrap	(Comedy,Crime,Mystery,Thriller)	4.5	2
89582	2010	Cold Fish (Tsumetai nettaigyo)	(Drama,Thriller)	4.5	2
46855	1969	Army of Shadows (L'armée des ombres)	(Action,Drama,Thriller,War)	4.5	1
110330	2012	Me and you (io e te)	(Drama)	4.5	1
173235	2017	Tokyo Idols	(Documentary)	4.5	1
7218	1943	Ox-Bow Incident, The	(Drama,Western)	4.5	1
182731	2004	Pixel Perfect	(Children,Comedy,Sci-Fi)	4.5	1
112940	2014	A Most Wanted Man	(Thriller)	4.5	1
1652	1997	Year of the Horse	(Documentary)	4.5	1
2330	1996	Hands on a Hard Body	(Comedy,Documentary)	4.5	2
112868	2014	Signal, The	(Sci-Fi,Thriller)	4.5	1
188751	2018	Mamma Mia: Here We Go Again!	(Comedy,Romance)	4.5	1
124273	2010	Kevin Smith: Too Fat For 40	(Comedy)	4.5	1
123200	2009	Jim Jefferies: I Swear to God	(Comedy)	4.5	1
102666	1973	Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu)	(Adventure,Comedy)	4.5	1
183959	2018	Tom Segura: Disgraceful	(Comedy)	4.5	1
58842	2007	Assembly (Ji jie hao)	(Action,Drama,War)	4.5	1
5498	1965	Red Beard (Akahige)	(Drama)	4.5	1
112515	2014	Babadook, The	(Drama,Horror,Thriller)	4.5	3
102338	1976	Shaolin Temple (Shao Lin si)	(Action,Adventure,Drama)	4.5	1
4077	2000	With a Friend Like Harry... (Harry, un ami qui vous veut du bien)	(Drama,Thriller)	4.5	2
162602	2016	The Girl on the Train	(Thriller)	4.5	1
5095	2001	Scotland, Pa.	(Comedy,Crime)	4.5	1
115828	2014	Copenhagen	(Adventure,Drama,Romance)	4.5	1
3673	1987	Benji the Hunted	(Adventure,Children)	4.5	2
172825	1968	Adventures of Mowgli: The Kidnapping	(Adventure,Animation,Children)	4.5	1
1571	1996	When the Cat's Away (Chacun cherche son chat)	(Comedy,Romance)	4.5	2
7459	2003	Carandiru	(Crime,Drama)	4.5	1
506	1992	Orlando	(Drama,Fantasy,Romance)	4.5	2
2314	1998	Beloved	(Drama)	4.5	2
4942	1959	Angry Red Planet, The	(Sci-Fi)	4.5	1
144976	2015	Bone Tomahawk	(Horror,Western)	4.5	2
128900	1996	The Natural Love	(Documentary)	4.5	1
144734	2015	Freaks of Nature	(Comedy,Horror,Sci-Fi)	4.5	1
130840	2015	Spring	(Horror,Romance,Sci-Fi)	4.5	1
147382	2007	Doctor Who: Voyage Of The Damned	(Action,Sci-Fi)	4.5	3
7572	2001	Wit	(Drama)	4.5	1
